Source,State,AgreeName,Address,Units,Active Units,FDH Activation Date,City,RE Assigned,ROE Executed Date,PAL Executed Date,RE Status,Closed Date,Closed Bucket,Closed Notes,Existing Fiber Provider,Off Hold/Exp Date,Notes,Management Company,Owner/Property Contact
Site Data,NE,Omaha_MDU_The Wakeley Pointe,"4717 WAKELEY ST UNIT 1 OMAHA NE 68132
4717-4719 Wakeley St - Wakeley Pointe Apartments",13,0,9/23/2025,Omaha,RS,46060,,Completed,46060,,ROE obtained,,,"
2/7/26 AJ signed ROE 
2/3 Spoke with AJ, he owns this property and will sign the ROE, he is very interested in fiber, but wants someone to meet with him first to show how we can bring into his all brick building.  Would like it done like COX did it with a casing around the equipment. Cornelia to set up a mtg with AJ.  
2/2 ROE to AJ / FU EM to AJ / no response
2/1/2026 VM / EM to AJ, he does not respond ","Property Management
Marcon - Wakeley Pointe Apartments
4717-4719 Wakeley St, Omaha, NE 68132
(402) 391-1198 (p)
www.marconomaha.com
Parcel ID (PIN) - 1627250000
Owner - 4717 WAKELEY JBC LLC 
Property Address - 4717 WAKELEY ST ","MarCon Enterprises 
Albert Moellenbeck""AJ"" <ajm@marconomaha.com>
- PH: 402-315-3357/ cell 402-661-9622
402-391-1198 Apt Bldg. 
7809 Harney St, Suite 121, Omaha, NE 68114
Recorded Owner  4717 Wakeley JBC 1 LLC 
 Wakeley Pointe Apartments
4717-4719 Wakeley St Omaha, NE 68132
"
Site Data,NE,Omaha_MDU_4719-4723 Erskine St,4719 ERSKINE ST UNIT 1 OMAHA NE 68104,15,0,9/22/2025,Omaha,RS,,,Closed - Lost,46042,Not Interested,1/20/26 LL Denied Access 4719- 4721-4723 Erskine St. - Isaac Essex the property owner,,,,,
Site Data,NE,Omaha_MDU_4723-4725-4727 Cass St,4723 CASS ST UNIT 1 OMAHA NE 68132,16,0,8/28/2025,Omaha,RS,,,Closed - Market Reviewed,46085,,,,,"3/4 LL does not respond to VM/ EM LMTCB HD Omaha Persipio Same comapny (402) 618-6300 jim.goulding@percipiopartners.com / HD Omaha  / Market Notes:Matt/ Gladstone Apartments 402-618-6300
 leasing office addr: 1127 Park Ave, Omaha, NE 68105
2/18 Need Market Assistance 
2/12 LL unresponsive to EM/VM -  Spk to Receptionist / Jim is not in that office, Negotiating fiber would have to go through Darian the Maintence Director.   LMTCB w/ Darian. 
2/4 LMTCB - resent proposal to Jim
2/2 Property Mgnt co said to send the ROE to them and they would forward to owner.  ","HARVEST DEVELOPMENT LLC-
jim.goulding@percipiopartners.com
402.618.6300,Director of Maintenance - Darian  em:  leasing@harvest-homes.com
Parcel ID (PIN) - 1626710000
Owner - HARVEST DEVELOPMENT V LLC 
Property Address - 4723 CASS ST ","HARVEST DEVELOPMENT V LLC
1127 Park Ave, Omaha, NE 68105
(402) 618-6300 jim.goulding@percipiopartners.com / HD Omaha "
Site Data,NE,Omaha_MDU_Roosevelt Apartments,"4724 DAVENPORT ST UNIT 1 OMAHA NE 68132
Roosevelt Apartments ",18,0,9/23/2025,Omaha,RS,,,Closed - Lost,46055,Existing Fiber,LL has Exclusive Tenants sign Contract w/ Easy Answers Internet,Easy Answers Fiber ,,2/2 LL has exclusive contract w/Easy Answers / Tenants sign agreement when they sign lease. ,"Property Management
Lindsay@lockwooddev.com
Lund - Roosevelt Apartments
4724 Davenport St. Omaha, NE 68132
(402) 341-4451 (p)","Jerry Banks Group
JBI - MIDOMA 1, LLC- recorded owner
7638 Pierce St, Omaha, NE 68124
True Owner  Jerry Banks Group
5013 Webster St, Omaha, NE 68132
(402) 884-7871 (p)   jerry@jerrybanksgrp.com"
Site Data,NE,Omaha_MDU_Parkgate Apartments,"4728 & 4732 CASS ST UNIT 1 OMAHA NE 68132
4728 Cass St - Parkgate Apartments",16,0,8/28/2025,Omaha,RS,,,Closed - Market Reviewed,46085,,Need Market Assistance ,,,"3/4 LL does not respond to VM/ EM LMTCB HD Omaha Persipio Same comapny (402) 618-6300 jim.goulding@percipiopartners.com / HD Omaha  
2/18 Need Market Assistance 
2/12 LL does not respond to EM/ VM -Darian is Maintenance Director. Jim no longer in that office. 
2/4 LMTCB - resent proposal to Jim
2/1 EM/ VM to Leasing Office - No response back /ROE sent to Leasing /  LL unresponsive ","Parcel ID (PIN) - 1626620000
jim.goulding@percipiopartners.com
Property Address - 4728 CASS ST 
HARVEST DEVELOPMENT LLC
402.618.6300, em:  leasing@harvest-homes.com","HARVEST DEVELOPMENT V LLC
1127 Park Ave, Omaha, NE 68105
(402) 618-6300 jim.goulding@percipiopartners.com / HD Omaha "
Site Data,NE,Omaha_MDU_The Rose Apartments,4729 CALIFORNIA ST UNIT 1 OMAHA NE 68132,9,0,8/28/2025,Omaha,RS,45989,,Completed,45624,,ROE obtained,,,ROE obtained,"Doug & Carol Farrens  carol.farrens@gmail.com
carol.farrens@gmail.com / 402-612-3811","Doug & Carol Farrens
carol.farrens@gmail.com
carol.farrens@gmail.com / 402-612-3811
associated address: 4727 California St. (2) ROE's done for both parcels of land "
Site Data,NE,Omaha_MDU_4752 NICHOLAS ST,4752 NICHOLAS ST UNIT 1 OMAHA NE 68132,22,0,8/25/2025,Omaha,RS,,,Data Issue,46057,Other,PAL in progress ,,,Melissa Baker working on PAL ,"Paladino Development 
(402) 763-0311 (p) 
Victor Ramirez  402-708-1211  pdgdirector@paladinodevelopmentgroup.com
Parcel ID (PIN) - 2407920001
Owner - CORSICA APARTMENTS LLC 
Property Address - 1115 N 48 ST ","Paladino Development Group
(402) 763-0311 (p) 
Victor Ramirez  402-708-1211  pdgdirector@paladinodevelopmentgroup.comCORSICA APARTMENTS LLC
2702 DOUGLAS ST
OMAHA, NE 68131
Paladino Development Group"
Site Data,NE,Omaha_MDU_4804-4806 Capital Ave,4804 - 4806 CAPITOL AVE UNIT 10 OMAHA NE 68132,15,0,9/23/2025,Omaha,RS,,,Closed - Market Reviewed,46085,,2/17 LL unresponsive - need Market Assistance ,,,"3/4/26 LL Not Interested/ Jeff working with someone else on ISP
2/18 Need Market Assistance 
2/12 LMTCB w/ Jeff - requesting signature on ROE 
2/10 FU w/Jeff
2/4 Spk w/Jeff, he is working with someone with Ubiquty now on another property / he is on vaca and asked I call him next week. 
2/3 VM/EM FU on ROE Status
12/21 LL unresponsive to EM/VM ROE to LL","Property Management / PIN 952920000
Kirshenbaum Realty, LLC
Jeffrey Kirshenbaum- Principal
(402) 932-1860 (p)  (402) 578-6960 (m)
JEFF@kirshenbaumrealty.com","Jeffery Kirshenbaum
Kirshenbaum Realty, LLC
8750 Frederick St, Omaha, NE 68124
(402) 932-1860 (p)
Recorded Owner:  4804-4806 Capitol, L.L.C.
8750 Frederick St, Omaha, NE 68132
Legal Address: 4804 CAPITOL AV"
Site Data,NE,Omaha_MDU_Birchwood Apartments,"4804 DODGE ST UNIT 16 OMAHA NE 68132
4806 Dodge St - Birchwood Apartments",18,0,9/23/2025,Omaha,RS,,,Closed - Lost,46012,Not Interested,"12/21 Spk to Jerry Banks, he was not interested in having fiber at his buildings.   His daughter Lindsay handles his affairs, and she was not interested in having any construction at the location. ",,,"12/21 Spk to Jerry Banks, he was not interested in having fiber at his buildings.   His daughter Lindsay handles his affairs, and she was not interested in having any construction at the location. ","Parcel ID (PIN) - 0952710002
Property Management
Lindsay@lockwooddev.com
Lund - Roosevelt Apartments
Lund - Roosevelt Apartments
4724 Davenport St
Omaha, NE 68132
(402) 341-4451 (p)","Jerry Banks Group
JBI - MIDOMA 1, LLC- recorded owner
7638 Pierce St, Omaha, NE 68124
True Owner  Jerry Banks Group
5013 Webster St, Omaha, NE 68132
(402) 884-7871 (p)   jerry@jerrybanksgrp.com"
Site Data,NE,Omaha_MDU_Brewer Apartments,"4810 BOYD ST UNIT 1 OMAHA NE 68104
4810 Boyd St - Brewer Apartments",11,0,3/10/2025,Omaha,RS,45644,,Completed,45644,,ROE obtained,,,12/18/24 ROE FE ,"Property Management
Paladino - Brewer Apartments
4810 Boyd St, Omaha, NE 68104
(402) 657-6938 (p)
paladinodevelopmentgroup.com
Parcel ID (PIN) - 2245270034
Owner - BAYVIEW APARTMENTS LLC 
Property Address - 4810 BOYD ST ","Paladino Development Group
(402) 763-0311 (p) 
Victor Ramirez  402-708-1211  pdgdirector@paladinodevelopmentgroup.comBayview Apartments LLC
2702 Douglas St, Omaha, NE 68131
www.landmarkomaha.com
Victor Ramirez  402-708-1211  pdgdirector@paladinodevelopmentgroup.com"
Site Data,NE,Omaha_MDU_4810-4812 Capital Ave,4810 - 4812 CAPITOL AVE UNIT 10 OMAHA NE 68132,14,0,9/23/2025,Omaha,RS,46060,,Completed,46060,,ROE obtained,,,"2/7/26 AJ signed ROE 
2/3 Spk with AJ, he manages these properties for MarCon, he will speak w/owners regarding ROE, but will put in a good word. Pending a signature.
2/2 FU EM to AJ
2/1/2026 VM / EM to AJ, he does not respond ","Property Management-  MarCon Enterprises
Parcel ID 0952890000
4810-4812 Capitol Ave, Omaha, NE 68132
marconenterprises.com   (402) 391-1198","MarCon Enterprises
Albert Moellenbeck""AJ"" <ajm@marconomaha.com>
- PH: 402-315-3357/ cell 402-661-9622
4812 CAPITOL MCD LLC"
Site Data,NE,Omaha_MDU_4811 Chicago St,"4811 CHICAGO ST UNIT 1A OMAHA NE 68132
4811 Chicago St - Tiffany Tower Apartments",20,0,9/23/2025,Omaha,RS,,,Closed - Lost,46085,Not Interested,Need Market Assistance ,,,"3/4 Spk with Becky, she had no interest / Market Notes: Okomaha Real Estate- 402-905-2247 Becky 
2/18 Need Market Assistance 
2/12 Need Market to reach out to property - LL unresponsive to EM/VM 
2/4 LMTCB (402) 397-1161 (p)
2/2 EM to Law Firm requesting if they were POC","Parcel ID (PIN) - 0953050000
Owner - PALMSTONES TIFFANY LLC 
Property Address - 4811 CHICAGO ST ","George Zourdoumis
2807 S 87th Ave, Omaha, NE 68124
(402) 397-1161 (p) Law office of Robert Zuber
zuberlaw@cox.net"
Site Data,NE,Omaha_MDU_The Frederick,4813 UNDERWOOD AVE UNIT 1 OMAHA NE 68132,24,0,12/31/2025,Omaha,RS,46000,,Completed,45635,,ROE obtained,,,ROE obtained,"Paladino Development 
(402) 763-0311 (p) 
Victor Ramirez  402-708-1211  pdgdirector@paladinodevelopmentgroup.com","Paladino Development Group
(402) 763-0311 (p) 
Victor Ramirez  402-708-1211  pdgdirector@paladinodevelopmentgroup.com"
Site Data,NE,Omaha_MDU_Buckingham Manor Apartments,"4817 CHICAGO ST UNIT 1 OMAHA NE 68132
Buckingham Manor
4819 & 4821 Chicago St. also on same parcel ",19,0,9/23/2025,Omaha,RS,,,Closed - Lost,46055,Existing Fiber,Existing Quantum Fiber ,Quantum Fiber,,"1/26  Possible PAL w/ Chuck McNeely/Melissa Baker 
Spk to Haley, will send her all addresses of locations owned/managed by JGC Investments and she will see if she can help find right person. ","4817-4821 Chicago St - Buckingham Manor Apartments / 19 Units 
Parcel ID (PIN) - 0953070002
Property Address: 4817 Chicago St. 
Thrive Street - Buckingham Manor
4817-4821 Chicago St, Omaha, NE 68132
(402) 895-6885 (p)
Haley w/ Thrive Street Living (Prop.Mgnt) 402-739-8282 hcox@thrivestreetliving.com 
www.thrivestreetliving.com","JGC Investments LLC
True Owner: Thrive Street Living
5074-5088 S 107th Ave, Omaha, NE 68127
(402) 934-5608 (p)
www.thrivestreetliving.com
Parcel ID (PIN) - 0953070002"
Site Data,NE,Omaha_MDU_4822-4824 Cass St,"4822 (4824) CASS ST UNIT 1 OMAHA NE 68132
4822, 4824, 4826 Cass St.  511 N 49th St.  All these addresses are on same parcel / but different entry doors. ",14,0,9/23/2025,Omaha,RS,46052,,Completed,46052,,ROE obtained,,,"1/28 Spk to Myra, VERY interested in having the services, also inquired about Security Cameras with FF, she wants a Quote. Other addresses on same parcel? 511 N 49th, 4822, 4824, 4826 Cass St. mricceri123@gmail.com ","Doodle Properties LLC
Myra Ricceri -  mricceri123@gmail.com 
11361 Frances St
Omaha, NE 68144","DOODLE PROPERTIES LLC 
Myra J Ricceri / Principal
Phone:	(402) 639-2646
Parcel ID (PIN) - 0953410000
Property Address - 4824 CASS ST "
Site Data,NE,Omaha_MDU_4822-4826 Sahler St Apartments,4822 SAHLER ST UNIT 1 OMAHA NE 68104,24,0,5/23/2025,Omaha,RS,45614,,Completed,45614,,"ROE obtained
4822-4826 Sahler St",,,ROE obtained,"Paladino Development 
(402) 763-0311 (p) 
Victor Ramirez  402-708-1211  pdgdirector@paladinodevelopmentgroup.com","Paladino Development Group
(402) 763-0311 (p) 
Victor Ramirez  402-708-1211  pdgdirector@paladinodevelopmentgroup.comassociated address: 4822- 4826 Sahler St.  (2 blds 9 apts ea) "
Site Data,NE,Omaha_MDU_Taylor Apartments,4852 TAYLOR ST UNIT 1 OMAHA NE 68104,22,0,3/18/2025,Omaha,RS,45644,,Completed,45644,,"ROE obtained
4852-4854 Taylor St. ",,,ROE obtained,"INFO@DRKUMARGURUNG.COM
Gurung Brothers Real Estate
6305 Ames Ave Omaha NE 68104
Phone: 402-812-5616 / 402-812-9320
Email: info@drkumargurung.com","Gurung Brothers Real Estate
INFO@DRKUMARGURUNG.COM
6305 Ames Ave Omaha NE 68104
Phone: 402-812-5616 / 402-812-9320
Email: info@drkumargurung.com"
Site Data,NE,Omaha_MDU_Stanley Apartments,"4903 UNDERWOOD AVE OMAHA NE 68132
Omaha_MDU_Stanley Apartments",15,0,8/29/2025,Omaha,RS,,,Closed - Lost,46079,Not Interested,"2/9 Unable to Reach LL - Need Market Assistance
2/2 Unable to locate Property owner with further research - tried two different owner info's 
1/30 Unable to locate Property owner",,,"2/26 LL Not Interested in fiber. 
2/18 Need Market Assistance 
2/2 Unable to locate Property owner with further research - tried two different owner info's 
1/30 Unable to locate Property owner",PIN 951260000  PJ Morgan does manage this property - but they have no interest in having fiber installed. ,"4903 UNDERWOOD LLC
7001 DODGE ST, OMAHA, NE 68132
Kuncl LLC
515 N 87th St, Omaha, NE 68114"
Site Data,NE,Omaha_MDU_4904 Davenport St,4904 DAVENPORT ST UNIT 1 OMAHA NE 68132,11,0,9/30/2025,Omaha,RS,,,Closed - Lost,46085,,"2/9 Unable to Reach LL - Need Market Assistance
2/2 Unable to Reach LL - Need Market Assistance ",,,"3/4 Not Valid Contact / Market Notes: 858-472-3491 Elevate Property Management 
elevatepropertymanagementinc@gmail.com
2/18 Need Market Assistance 
2/4 LMTCB w/Brad/ no return calls 
2/2 LMTCB w/ Brad ","Brad Anderson(402) 884-4796	
Parcel ID (PIN) - 0952160000
Property Address - 4904 DAVENPORT ST ","KEL PROPERTIES LLC 
Brad Anderson(402) 884-4796	
605 BELLEVUE BLVD N, BELLEVUE, NE 68005"
Site Data,NE,Omaha_MDU_4907 Ames Ave Apartments,4907 AMES AVE UNIT 1 OMAHA NE 68104,12,0,6/30/2025,Omaha,RS,45638,,Completed,45638,,ROE obtained,,,ROE obtained,"INFO@DRKUMARGURUNG.COM
Gurung Brothers Real Estate
6305 Ames Ave Omaha NE 68104
Phone: 402-812-5616 / 402-812-9320
Email: info@drkumargurung.com","Gurung Brothers Real Estate
INFO@DRKUMARGURUNG.COM
6305 Ames Ave Omaha NE 68104
Phone: 402-812-5616 / 402-812-9320
Email: info@drkumargurung.com"
Site Data,NE,Omaha_MDU_4907 Davenport St,"4907 DAVENPORT ST UNIT 1 OMAHA NE 68132
Arlington at Dundee Condo's  15 units ",12,0,9/30/2025,Omaha,RS,,,Closed - Market Reviewed,46085,,"2/9 Unable to Reach LL - Need Market Assistance
2/2 unable to locate Property owner Info / research exhausted ",,,"3/4 Market Notes: Individual Condo's/Owners
2/18 Need Market Assistance 
2/2 unable to locate Property owner Info / research exhausted ","Parcel ID (PIN) - 0526061000
"," Patricia Kuehl
16313 Himebaugh Cir, Omaha, NE, 68116
(402) 493-2556 - not a working number"
Site Data,NE,Omaha_MDU_Sweet Briar,4910 CAPITOL AVE UNIT 1 OMAHA NE 68132,11,0,9/30/2025,Omaha,RS,,,Closed - Market Reviewed,46086,Other,"
2/9 Unable to Reach LL - Need Market Assistanc
2/2 exhaused all avenues to located property owner ",,,"3/5 Spk to Prop. Mgr at number given. Cambiar does not manage this address. 
3/4 LMTCB / EM to Office Market Notes: 402-215-4900 Cambiar Real Estate Group LLC 
Cam Air Real Estate - same for 4908 and 4906 / crgllc@gmail.com
2/2 Exhaused all avenues to located property owner ","Parcel ID (PIN) - 0952320000
Sweet Briar Apartments  531-641-5224 number not working 
Property Address - 4910 CAPITOL AV","SWEETBRIAR SYNDICATE LLC 
Sweetbriar Synd
8610 CASS St, OMAHA, NE 68114"
Site Data,NE,Omaha_MDU_4916 Capitol Ave,"4914 CAPITOL AVE UNIT 1 OMAHA NE 68132
4914-4918 Capitol Ave/ Wilshire Apts ",16,0,9/30/2025,Omaha,RS,,,Closed - Lost,46055,Not Interested,2/2 Spk w/ Trevor the Facilities Mgr - Not interested in having fiber at building. ,,,2/2 Spk w/ Trevor the Facilities Mgr - Not interested in having fiber at building. ,"Parcel ID (PIN) - 0952340000
Robert Purcell  Manager  Spoke with Trevor - Facilities Manager - they were not interested in having fiber installed at building.  
4914-4918 Capitol Ave, Omaha, NE 68132","JBI-MIDOMA 1 LLC 
Wilshire Apartments LLC
402-680-9602  Trevor- Facilities Mgr. "
Site Data,NE,Omaha_MDU_Venice Apartments,4916 CALIFORNIA ST UNIT 1 OMAHA NE 68132,11,0,8/29/2025,Omaha,RS,,,Closed - Lost,45492,Existing Fiber, LL Denied Access - he does not want or need fiber at the location above.  He already has Cox and does not need/want to have any additional internet equipment. ,,,,"Chris Pomerleau
Co-Founder
(402) 740-6995 (p)
chris@leavenwealth.com","4916 CALIFORNIA LLC
117 S 25th St, Omaha, NE 68131
True Owner: LeavenWealth
117 S 25th St, Omaha, NE 68131  (402) 740-6995 (p)
www.leavenwealth.com
Chris Pomerleau Co-Founder
(402) 740-6995 (p)  chris@leavenwealth.com"
Site Data,NE,Omaha_MDU_4923-4925 Webster St,4923 WEBSTER ST UNIT 1 OMAHA NE 68132,15,0,9/9/2025,Omaha,RS,,,Closed - Market Reviewed,46055,,"2/9 Unable to Reach LL - Need Market Assistance
2/2 F/U w Carrier/ EM Bounced / No response/ Exhaused all avenues to reach POC. 
1/20/25 F/U w Carrier/ no response 
12/2  Tried EM for Carrie Conway / VM to Carrier",,,"3/4 Tow company had no information on Property Owner 
2/18 Need Market Assistance 
2/2 F/U w Carrier/ EM Bounced / No response/ Exhaused all avenues to reach POC. 
1/20/25 F/U w Carrier/ no response 
12/2  Tried EM for Carrier Conway / VM to Carrier","Parcel ID (PIN) - 0951120000
Owner - CARRIE M CONWAY TRUST 
Property Address - 4923 WEBSTER ST ","CARRIE M CONWAY TRUST
James M Conway Trust
674 N 57th Ave, Omaha, NE 68132
(402) 551-3119 (p)  Carrie Conway
hannahhitz2002@yahoo.com (em bounced) "
Site Data,NE,Omaha_MDU_4955-4957 Cuming St,"4955 -4957 CUMING ST UNIT 1 OMAHA NE 68132
4955 Cuming St - Dundee Arms Apartments",12,0,9/9/2025,Omaha,RS,,,Closed - Lost,46057,Existing Fiber,Marketing Agreeemnt w/Cox on all their buildings / they prefer not to have another provider - Also for their buildings 621 N 48th and 4906 California. ,COX,,"2/4 Spk to ROD (402-551-9494) the Property MGR - Marketing Agreeemnt w/Cox on all their buildings / they prefer not to have another provider
2/2 VM to Gary / pending a return call ","Schwalb - Dundee Arms Apartments
4955 Cuming St, Omaha, NE 68132
(402) 551-9494 (p) Marketing Agreeemnt w/Cox on all their buildings / they prefer not to have another provider
www.schwalbrealty.com
Parcel ID (PIN) - 0754240002
Property Address - 4955 CUMING ST ","Gary Kinstlinger
284 Merrison St, Teaneck, NJ 07666
(201) 836-5035 (p)"
Site Data,NE,Omaha_MDU_Ellington Apartments,"4960 NW RADIAL HWY UNIT 10 OMAHA NE 68104
4960 NW Radial Hwy - Ellington Apartments",20,0,12/31/2025,Omaha,RS,46056,,Completed,46056,,ROE obtained,,,"2/3 Jim Signed ROE / Pending Sonny Signature  
2/2/26 ROE to James Jones via Ironclad","Parcel ID (PIN) - 1821970000
Owner - JIM BONE 4960 LLC 
Property Address - 4960 NORTHWEST RADIAL HW James L Bone (JD)  / Linda S Bone 
14936 Hawthorne Ave, Omaha, NE 68154
(402) 681-4206 (p)   jbone69 <jbone69@cox.net>","James L Bone (JD)  / Linda S Bone 
14936 Hawthorne Ave, Omaha, NE 68154
(402) 681-4206 (p)   jbone69 <jbone69@cox.net>"
Site Data,NE,Omaha_MDU_5005-5007 California St,"5005 - 5007 CALIFORNIA ST UNIT 1 OMAHA NE 68132
5005 California St - California Court Apartments",12,0,8/29/2025,Omaha,RS,,,Closed - Market Reviewed,46057,,"2/9 Unable to Reach LL - Need Market Assistance
2/4/26 Cannot locate property owner ",,,"3/4 Tow company had no information on Property Owner
2/18 Need Market Assistance 
2/4 Exhausted all avenues to located Property owner
2/2/26  need EM address ","
2/25/26 
True Owner  Brent Bauman
(712) 328-7517 (p)
1 402-706-495 (m) 
(PIN) - 0948450002
Recorded Owner
F Sexton Llc
Since Jun 13, 2023","F SEXTON LLC 
Brent Bauman
(712) 328-7517 - not working #  (p) 402-706-495 (m)
Recorded Owner: F Sexton LLC"
Site Data,NE,Omaha_MDU_California Place,"5006 CALIFORNIA ST UNIT 1 OMAHA NE 68132
5006 California St - California Place Apartments",16,0,8/29/2025,Omaha,RS,46076,,Completed,46076,,ROE Obtained,,,"2/23 AJ Signed / Pending Sonny signature. 
2/17 Resent Roe to AJ
2/12 Sent ROE back to AJ for signature. 
2/3 Spk with AJ, he manages these properties for MarCon, he will speak w/owners regarding ROE, but will put in a good word. Pending a signature. 
2/2/26 EM/ VM to AJ requesting interest in fiber. ","Marcon - California Place Apartments
AJ - PH: 402-315-3357 AJM@marconomaha.com 
5006 California St, Omaha, NE 68132
(402) 391-1198 (p)
www.marconomaha.com","MarCon Enterprises
California Place Apartments
Albert Moellenbeck""AJ"" <ajm@marconomaha.com>
 - PH: 402-315-3357/ cell 402-661-9622
AJM@marconomaha.com "
Site Data,NE,NE_OMAHA_SA12_FDH26_PA12,"5017 UNDERWOOD AVE UNIT 1 OMAHA NE 68132  - 
Roycroft At Dundee The Condominiums",12,0,8/29/2025,NE,RS,,,Closed - Market Reviewed,46057,,"2/9 Unable to Reach LL - Need Market Assistance
2/4 Unable to locate HOA POC",,,"2/18 Need Market Assistance 
2/4 Unable to locate HOA POC
2/3 Roycroft At Dundee The Condominiums / Need to find HOA ","Parcel ID (PIN) - 2140085002
","DAVID LAMBERT
5017 UNDERWOOD AVE #2
OMAHA, NE 68132"
Site Data,NE,Omaha_MDU_Warwick Apts,"5101 TERRACE DR UNIT 1 OMAHA NE 68134
Warwick Apartments",18,0,1/28/2025,Omaha,RS,,,Closed - Lost,46057,Existing Fiber,2/4 Spk w/Prop Mgr - they are wired and have contract w/Cox an don’t want another provider. ,COX,,"2/4 Spk w/Prop Mgr - they are wired and have contract w/Cox an don’t want another provider. 
2/3 VM/EM to Laura ROE Proposal ","Parcel ID (PIN) - 1711813347
Warwick Apts  5101 TERRACE DR ","
R.D. Barr Co.
Centennial Proprties LLC
11427 Arbor St, Omaha, NE 68144
True Owner: R.D. Barr Co.
11427 Arbor St, Omaha, NE 68144
(402) 333-6431 (p) / rdbarrco.com
Laurie Barr  President/Owner
(402) 333-6431 (p)
laura@rdbarrco.com"
Site Data,NE,Omaha_MDU_5102 Capital Ave,"5102 CAPITOL AVE UNIT 1 OMAHA NE 68132
Actural Address 5106 Capital Ave Glen Arlo Apts ",24,0,8/27/2025,Omaha,RS,,,Closed - Lost,46056,Other,"2/9 Unable to Reach LL - Need Market Assistance
2/2 Unable to reach LL / unresponsive to VM/ EM bounced ",,,"2/3/26 F/U VM to LL no response
11/6 F/U VM w/ LL - no response.
11/5 EM to TK Capital Bounced","Parcel ID (PIN) - 0947260000
Owner - TKC CAPITOL AVE LLC 
Property Address - 5106 CAPITOL AV ","Tam Nguyen
TKC Capitol Ave LLC
1310 Lambert Dr, Papillion, NE 68046
True Owner- Tam Nguyen
1310 Lambert Dr Papillion, NE 68046
(402) 996-0626 (p)
tamnhi@yahoo.com"
Site Data,NE,Omaha_MDU_Park Lane Apartments,"5204 N 60TH ST UNIT 1 OMAHA NE 68104
Actual Address of property: 6006 Park Lane Dr - Avidian",18,0,12/30/2023,Omaha,RS,,,Closed - Market Reviewed,46070,,2/17 LL unresponsive - need Market Assistance ,,,"2/18 Need Market Assistance 
2/17 LMTCB / LL unresponsive 
2/12 Spk Caleigh, she will make sure Nikhil reviews the ROE
2/4 Spk w/ Nikhil -he has proposal, is super busy will think it over and if interested will call me back.  
2/3/26 EM to Nikhil to see if she will respond.  402-551-2424
2/25/25 US Mail / LL Unresponsive - Company OOB / Cannot locat ownership of building ","Parcel ID (PIN) - 1937821375
Property Address - 5204 N 60 ST 
Eat Out Now Inc.  - Caleigh - caleigh.blair@eatoutnow.net 
(402) 408-6351 (p)  Nikhil Mehta
info@eatoutnow.net","MBI Financing II, LLC
4909 LEAVENWORTH ST, OMAHA, NE 68106
(402) 408-6351 (p)"
Site Data,NE,Omaha_MDU_5240 Ames Ave,5240 AMES AVE UNIT 1 OMAHA NE 68104,17,1,1/15/2025,Omaha,RS,45548,,Completed,45548,,ROE obtained,,,ROE obtained,"James L Bone (JD)  / Linda S Bone 
14936 Hawthorne Ave, Omaha, NE 68154
(402) 681-4206 (p)   jbone69 <jbone69@cox.net>","James L Bone (JD)  / Linda S Bone 
14936 Hawthorne Ave, Omaha, NE 68154
(402) 681-4206 (p)   jbone69 <jbone69@cox.net>"
Site Data,NE,Omaha_MDU_5314-5322 Corby St,5314 - 5318 CORBY ST UNIT 1 OMAHA NE 68104,12,0,9/17/2025,Omaha,RS,,,Closed - Market Reviewed,46057,,"2/9 Unable to Reach LL - Need Market Assistance
2/4 Unable to locate Property owner, exhausted all efforts",,,"2/18 Need Market Assistance 
2/4 Unable to locate Property owner, exhausted all efforts
2/3/26 Researching POC contact info","Parcel ID (PIN) - 0839235000
Property Address - 5314 CORBY ST ","JASON R THOMAS
5314 CORBY ST #1, OMAHA, NE 68104"
Site Data,NE,Omaha_MDU_Ames Row Houses,5801 FOWLER AVE UNIT 1 OMAHA NE 68104,12,0,12/27/2023,Omaha,RS,,,Closed - Lost,45589,Not Interested,"LL Denied Access - White Lotus- info@whitelotusgroup.com – Dana had spoken with the Property Owner about our proposal to provide fiber to the building, and he was not interested.  ",,,,,
Site Data,NE,NE_OMAHA_SA12_FDH26_MDU_ARLON HUNT LLC,"608 N 50TH ST UNIT 101 OMAHA NE 68132
608 N 50th St - Marlinda Apartments",14,0,8/29/2025,NE,RS,,,Closed - Lost,46055,Not Interested,"2/2/26 Spk with Thomas Rohan, the owner, he was not interested in having anything installed on his building. 
Parcel ID (PIN) - 0948820000
Property Address - 608 N 50 ST ",,,"2/2/26 Spk with Thomas Rohan, the owner, he was not interested in having anything installed on his building. 
Parcel ID (PIN) - 0948820000
Property Address - 608 N 50 ST ","2/2/26 Spk with Thomas Rohan, the owner, he was not interested in having anything installed on his building. 
Parcel ID (PIN) - 0948820000
Property Address - 608 N 50 ST ","Thomas J. Rohan 
PO BOX 540372, OMAHA, NE 68154
(402) 616-9666 (p)
Arlon Hunt LLC
5801 S 119th Plz, Omaha, NE 68137
ARLON HUNT LLC 
"
