Id,Name,Agreement_Name__c,Property_Address__c,field,old_value,new_value
006WR00000wkAkGYAU,Old West Manor II Homeowners Association Inc,Mesa_MDU_Old West Manor II Homeowners Association,"3030 S Alma School Rd, Mesa, AZ 85210, USA",Property_Street__c,,S Alma School Rd
006WR00000wkAkHYAU,Adiamo Palm Valley,Goodyear_MDU_Adiamo Pine Valley,"2100 North 145th Avenue, Goodyear, AZ, USA",Property_Street_Number__c,,2100
006WR00000wkAkHYAU,Adiamo Palm Valley,Goodyear_MDU_Adiamo Pine Valley,"2100 North 145th Avenue, Goodyear, AZ, USA",Property_Street__c,,North 145th Avenue
006WR00000wkAkIYAU,The Mayflower Dallas,,"411 North Akard Dallas, TX",Property_Street_Number__c,,411
006WR00000wkAkIYAU,The Mayflower Dallas,,"411 North Akard Dallas, TX",Property_Street__c,,North Akard Dallas
006WR00000wkAkJYAU,State Thomas Ravello,,"2610 Allen Street, Dallas, TX USA",Property_Street_Number__c,,2610
006WR00000wkAkJYAU,State Thomas Ravello,,"2610 Allen Street, Dallas, TX USA",Property_Street__c,,Allen Street
006WR00000wkAkKYAU,MAA McKinney Avenue,,"2815 Allen Street, Dallas, TX, USA",Property_Street_Number__c,,2815
006WR00000wkAkKYAU,MAA McKinney Avenue,,"2815 Allen Street, Dallas, TX, USA",Property_Street__c,,Allen Street
006WR00000wkAkLYAU,Village on the Green,,"5301 Alpha Rd., Dallas, TX, USA",Property_Street_Number__c,,5301
006WR00000wkAkLYAU,Village on the Green,,"5301 Alpha Rd., Dallas, TX, USA",Property_Street__c,,Alpha Rd.
006WR00000wkAkMYAU,Teak at the Branch,,"4601 Amesbury Dr,  Dallas, TX, USA",Property_Street_Number__c,,4601
006WR00000wkAkMYAU,Teak at the Branch,,"4601 Amesbury Dr,  Dallas, TX, USA",Property_Street__c,,Amesbury Dr
006WR00000wkAkNYAU,Cedar at the Branch,,"4606 Amesbury Drive, Dallas, TX, USA",Property_Street_Number__c,,4606
006WR00000wkAkNYAU,Cedar at the Branch,,"4606 Amesbury Drive, Dallas, TX, USA",Property_Street__c,,Amesbury Drive
006WR00000wkAkOYAU,The Ash at the Branch,,"4646 Amesbury Drive, Dallas, TX, USA",Property_Street_Number__c,,4646
006WR00000wkAkOYAU,The Ash at the Branch,,"4646 Amesbury Drive, Dallas, TX, USA",Property_Street__c,,Amesbury Drive
006WR00000wkAkPYAU,Camden Greenville,,"5065 Amesbury Drive, Dallas, TX, USA",Property_Street_Number__c,,5065
006WR00000wkAkPYAU,Camden Greenville,,"5065 Amesbury Drive, Dallas, TX, USA",Property_Street__c,,Amesbury Drive
006WR00000wkAkQYAU,Villeta Apartments,Mesa_MDU_Villeta Apartments,"1840 W Emelita Ave, Mesa, AZ 85202, USA",Property_Street_Number__c,,1840
006WR00000wkAkQYAU,Villeta Apartments,Mesa_MDU_Villeta Apartments,"1840 W Emelita Ave, Mesa, AZ 85202, USA",Property_Street__c,,W Emelita Ave
006WR00000wkAkRYAU,2 Vista Vallley Apartments/LONGMORE ESTATES CONDOS NORTH & SOUTH,,"850 South Longmore #141, Mesa, AZ 85202, USA",Property_Street_Number__c,,850
006WR00000wkAkRYAU,2 Vista Vallley Apartments/LONGMORE ESTATES CONDOS NORTH & SOUTH,,"850 South Longmore #141, Mesa, AZ 85202, USA",Property_Street__c,,South Longmore
006WR00000wkAkSYAU,Santa Fe Villas,,"715 South Extension Road, Mesa, AZ 85210, USA",Property_Street_Number__c,,715
006WR00000wkAkSYAU,Santa Fe Villas,,"715 South Extension Road, Mesa, AZ 85210, USA",Property_Street__c,,South Extension Road
006WR00000wkAkTYAU,Fiesta Pointe,,"625 South Westwood, Mesa, AZ 85210, USA",Property_Street_Number__c,,625
006WR00000wkAkTYAU,Fiesta Pointe,,"625 South Westwood, Mesa, AZ 85210, USA",Property_Street__c,,South Westwood
006WR00000wkAkUYAU,The Cove Apartments,,"542 South Extension Road, Mesa, AZ 85210, USA",Property_Street_Number__c,,542
006WR00000wkAkUYAU,The Cove Apartments,,"542 South Extension Road, Mesa, AZ 85210, USA",Property_Street__c,,South Extension Road
006WR00000wkAkVYAU,Monterey Point Condominiums,,"510 South Extension Road #2032, Mesa, AZ 85210, USA",Property_Street_Number__c,,510
006WR00000wkAkVYAU,Monterey Point Condominiums,,"510 South Extension Road #2032, Mesa, AZ 85210, USA",Property_Street__c,,South Extension Road
006WR00000wkAkWYAU,Rise Broadway (old name - Broadway Gardens Condominiums),Mesa_MDU_Rice Broadway,"945 W Broadway Rd #1025, Mesa, AZ 85210, USA",Property_Street_Number__c,,945
006WR00000wkAkWYAU,Rise Broadway (old name - Broadway Gardens Condominiums),Mesa_MDU_Rice Broadway,"945 W Broadway Rd #1025, Mesa, AZ 85210, USA",Property_Street__c,,W Broadway Rd
006WR00000wkAkXYAU,Alma Meadows MHC,,"535 S Alma School Rd, Mesa, AZ 85210, USA",Property_Street_Number__c,,535
006WR00000wkAkXYAU,Alma Meadows MHC,,"535 S Alma School Rd, Mesa, AZ 85210, USA",Property_Street__c,,S Alma School Rd
006WR00000wkAkYYAU,Alma Park Apartments,,"718 S Alma School Rd, Mesa, AZ 85210, USA",Property_Street_Number__c,,718
006WR00000wkAkYYAU,Alma Park Apartments,,"718 S Alma School Rd, Mesa, AZ 85210, USA",Property_Street__c,,S Alma School Rd
006WR00000wkAkZYAU,Villas Mesa 3,,"948 S Alma School Rd, Mesa, AZ 85210, USA",Property_Street_Number__c,,948
006WR00000wkAkZYAU,Villas Mesa 3,,"948 S Alma School Rd, Mesa, AZ 85210, USA",Property_Street__c,,S Alma School Rd
006WR00000wkAqzYAE,Primrose Estates,,"2551 E McKellips Rd, Mesa, AZ, USA",Property_Street_Number__c,,2551
006WR00000wkAqzYAE,Primrose Estates,,"2551 E McKellips Rd, Mesa, AZ, USA",Property_Street__c,,E McKellips Rd
006WR00000wkAr0YAE,Village Green,,"460 Mississippi Street Northeast, Fridley, MN 55432, USA",Property_Street_Number__c,,460
006WR00000wkAr0YAE,Village Green,,"460 Mississippi Street Northeast, Fridley, MN 55432, USA",Property_Street__c,,Mississippi Street Northeast
006WR00000wkAr1YAE,Rockcliffe Apartments,,"2389 S SE Blvd, Spokane Valley, WA, USA",Property_Street_Number__c,,2389
006WR00000wkAr1YAE,Rockcliffe Apartments,,"2389 S SE Blvd, Spokane Valley, WA, USA",Property_Street__c,,S SE Blvd
006WR00000wkAr2YAE,Midland Heights,,"1602 S Grandview Ave, Papillion, NE 68046",Property_Street_Number__c,,1602
006WR00000wkAr2YAE,Midland Heights,,"1602 S Grandview Ave, Papillion, NE 68046",Property_Street__c,,S Grandview Ave
006WR00000wkAr3YAE,Salt,,"260 Rio Salado Parkway, Tempe, AZ 85281, USA",Property_Street_Number__c,,260
006WR00000wkAr3YAE,Salt,,"260 Rio Salado Parkway, Tempe, AZ 85281, USA",Property_Street__c,,Rio Salado Parkway
006WR00000wkAr4YAE,Parkwood Terrace,Omaha_MDU_Parkwood Terrace Apts,"9205 Western Avenue, Omaha, NE, USA",Property_Street_Number__c,,9205
006WR00000wkAr4YAE,Parkwood Terrace,Omaha_MDU_Parkwood Terrace Apts,"9205 Western Avenue, Omaha, NE, USA",Property_Street__c,,Western Avenue
006WR00000wkAr4YAE,Parkwood Terrace,Omaha_MDU_Parkwood Terrace Apts,"9205 Western Avenue, Omaha, NE, USA",Property_County__c,,Douglas
006WR00000wkAr5YAE,Pinewood Estates,,"1401 Pennsylvania St NE, Albuquerque, NM, USA",Property_Street_Number__c,,1401
006WR00000wkAr5YAE,Pinewood Estates,,"1401 Pennsylvania St NE, Albuquerque, NM, USA",Property_Street__c,,Pennsylvania St NE
006WR00000wkAr6YAE,Mountain Run Apartments,,"1219 South 580 West, Orem, UT, USA",Property_Street_Number__c,,1219
006WR00000wkAr6YAE,Mountain Run Apartments,,"1219 South 580 West, Orem, UT, USA",Property_Street__c,,South 580 West
006WR00000wkAr7YAE,Windsong Apartments,,"600 Front St S, Issaquah, WA, USA",Property_Street_Number__c,,600
006WR00000wkAr7YAE,Windsong Apartments,,"600 Front St S, Issaquah, WA, USA",Property_Street__c,,Front St S
006WR00000wkAr8YAE,Ascent Apartments,,"1151 East 6720 South, Cottonwood Heights, UT, USA",Property_Street_Number__c,,1151
006WR00000wkAr8YAE,Ascent Apartments,,"1151 East 6720 South, Cottonwood Heights, UT, USA",Property_Street__c,,East 6720 South
006WR00000wkAr9YAE,Stone Oaks Apartments,,"2450 W Pecos Rd, Chandler, AZ 85224, USA",Property_Street_Number__c,,2450
006WR00000wkAr9YAE,Stone Oaks Apartments,,"2450 W Pecos Rd, Chandler, AZ 85224, USA",Property_Street__c,,W Pecos Rd
006WR00000wkArAYAU,Milo at Mountain Park,,"2 Jefferson Pkwy, Lake Oswego, OR 97035, USA",Property_Street_Number__c,,2
006WR00000wkArAYAU,Milo at Mountain Park,,"2 Jefferson Pkwy, Lake Oswego, OR 97035, USA",Property_Street__c,,Jefferson Pkwy
006WR00000wkArCYAU,Maddox Apartments,,"905 North Marine Drive, Portland, OR, 97217",Property_Street_Number__c,,905
006WR00000wkArCYAU,Maddox Apartments,,"905 North Marine Drive, Portland, OR, 97217",Property_Street__c,,North Marine Drive
006WR00000wkArDYAU,Harbor Steps [LOST],,"1200 Western Avenue, Seattle, WA, USA",Property_Street_Number__c,,1200
006WR00000wkArDYAU,Harbor Steps [LOST],,"1200 Western Avenue, Seattle, WA, USA",Property_Street__c,,Western Avenue
006WR00000wkArEYAU,River Walk Apartments,,"1689 Shoreline Drive, Boise, ID, 83702",Property_Street_Number__c,,1689
006WR00000wkArEYAU,River Walk Apartments,,"1689 Shoreline Drive, Boise, ID, 83702",Property_Street__c,,Shoreline Drive
006WR00000wkArFYAU,River10 Apartments,,"2515 Fairoak Avenue, Anoka, MN 55303",Property_Street_Number__c,,2515
006WR00000wkArFYAU,River10 Apartments,,"2515 Fairoak Avenue, Anoka, MN 55303",Property_Street__c,,Fairoak Avenue
006WR00000wkArGYAU,Eden West,Omaha_MDU_Eden West Apartments,"9405 Western Plaza, Omaha, NE, USA",Property_Street_Number__c,,9405
006WR00000wkArGYAU,Eden West,Omaha_MDU_Eden West Apartments,"9405 Western Plaza, Omaha, NE, USA",Property_Street__c,,Western Plaza
006WR00000wkArGYAU,Eden West,Omaha_MDU_Eden West Apartments,"9405 Western Plaza, Omaha, NE, USA",Property_County__c,,Douglas
006WR00000wkArHYAU,Rya Suites,,"2535 Knollwood Drive, Grand Junction, CO, USA",Property_Street_Number__c,,2535
006WR00000wkArHYAU,Rya Suites,,"2535 Knollwood Drive, Grand Junction, CO, USA",Property_Street__c,,Knollwood Drive
006WR00000wkArIYAU,Westchester Square,,"5528 Meredith Dr, Des Moines, IA, USA",Property_Street_Number__c,,5528
006WR00000wkArIYAU,Westchester Square,,"5528 Meredith Dr, Des Moines, IA, USA",Property_Street__c,,Meredith Dr
006WR00000wkArJYAU,Riverview Highlands,,"1834 Mississippi River Boulevard, Saint Paul, MN",Property_Street_Number__c,,1834
006WR00000wkArJYAU,Riverview Highlands,,"1834 Mississippi River Boulevard, Saint Paul, MN",Property_Street__c,,Mississippi River Boulevard
006WR00000wkArKYAU,Lawrence Lofts,Seattle_MDU_Lawrence Lofts,"1818 E Madison St, Seattle, WA, USA",Property_Street_Number__c,,1818
006WR00000wkArKYAU,Lawrence Lofts,Seattle_MDU_Lawrence Lofts,"1818 E Madison St, Seattle, WA, USA",Property_Street__c,,E Madison St
006WR00000wkArLYAU,Vivace at Gateway Place,,4500 E Ray Rd 85296,Property_Street_Number__c,,4500
006WR00000wkArLYAU,Vivace at Gateway Place,,4500 E Ray Rd 85296,Property_Street__c,,E Ray Rd
006WR00000wkArMYAU,Madison Crossing,Seattle_MDU_Madison Crossing,"1610 16th Avenue, Seattle, WA, USA",Property_Street_Number__c,,1610
006WR00000wkArMYAU,Madison Crossing,Seattle_MDU_Madison Crossing,"1610 16th Avenue, Seattle, WA, USA",Property_Street__c,,16th Avenue
006WR00000wkArNYAU,The Vue at Spring Creek,,"1836 Ralphs Ridge, Colorado Springs, CO, USA",Property_Street_Number__c,,1836
006WR00000wkArNYAU,The Vue at Spring Creek,,"1836 Ralphs Ridge, Colorado Springs, CO, USA",Property_Street__c,,Ralphs Ridge
006WR00000wkArOYAU,Shannon South AVE5,,"5877 West Kootenai Street, Boise, ID 83705",Property_Street_Number__c,,5877
006WR00000wkArOYAU,Shannon South AVE5,,"5877 West Kootenai Street, Boise, ID 83705",Property_Street__c,,West Kootenai Street
006WR00000wkArPYAU,Phillipi Plaza,,"5481 West Franklin Street, Boise, ID, USA",Property_Street_Number__c,,5481
006WR00000wkArPYAU,Phillipi Plaza,,"5481 West Franklin Street, Boise, ID, USA",Property_Street__c,,West Franklin Street
006WR00000wkArQYAU,Burnsville Parkway Apartments,,"1701 West Burnsville Parkway, Burnsville, MN 55337",Property_Street_Number__c,,1701
006WR00000wkArQYAU,Burnsville Parkway Apartments,,"1701 West Burnsville Parkway, Burnsville, MN 55337",Property_Street__c,,West Burnsville Parkway
006WR00000wkArRYAU,Hamline Pointe [LOST],,"1125 Hamline Ave N, St Paul, MN 55108",Property_Street_Number__c,,1125
006WR00000wkArRYAU,Hamline Pointe [LOST],,"1125 Hamline Ave N, St Paul, MN 55108",Property_Street__c,,Hamline Ave N
006WR00000wkArSYAU,Peppermill Lofts,,"491 28 1/4 Rd, Grand Junction, CO, USA",Property_Street_Number__c,,491
006WR00000wkArSYAU,Peppermill Lofts,,"491 28 1/4 Rd, Grand Junction, CO, USA",Property_Street__c,,28 1/4 Rd
006WR00000wkArTYAU,Reserve at Metolius [LOST],,"3570 Southwest Metolius Avenue, Redmond, OR, USA",Property_Street_Number__c,,3570
006WR00000wkArTYAU,Reserve at Metolius [LOST],,"3570 Southwest Metolius Avenue, Redmond, OR, USA",Property_Street__c,,Southwest Metolius Avenue
006WR00000wkArUYAU,Maple Park,,"2601 North Maple Lane, Sioux Falls, SD, USA",Property_Street_Number__c,,2601
006WR00000wkArUYAU,Maple Park,,"2601 North Maple Lane, Sioux Falls, SD, USA",Property_Street__c,,North Maple Lane
006WR00000wkArVYAU,Skywater at Town Lake,,"601 Rio Salado Parkway, Tempe, AZ 85281, USA",Property_Street_Number__c,,601
006WR00000wkArVYAU,Skywater at Town Lake,,"601 Rio Salado Parkway, Tempe, AZ 85281, USA",Property_Street__c,,Rio Salado Parkway
006WR00000wkArWYAU,Woodland West,,"4403 Woodland Avenue, West Des Moines, IA, USA",Property_Street_Number__c,,4403
006WR00000wkArWYAU,Woodland West,,"4403 Woodland Avenue, West Des Moines, IA, USA",Property_Street__c,,Woodland Avenue
006WR00000wkArXYAU,Cascade Apartments,,"1100 Center Street, Henderson, NV 89015, USA",Property_Street_Number__c,,1100
006WR00000wkArXYAU,Cascade Apartments,,"1100 Center Street, Henderson, NV 89015, USA",Property_Street__c,,Center Street
006WR00000wkArYYAU,Colonial Village,,"1340 42nd Street, West Des Moines, IA, USA",Property_Street_Number__c,,1340
006WR00000wkArYYAU,Colonial Village,,"1340 42nd Street, West Des Moines, IA, USA",Property_Street__c,,42nd Street
006WR00000wkArZYAU,Brookside Condos,,"6630 Cody Dr, West Des Moines, IA 50266, USA",Property_Street_Number__c,,6630
006WR00000wkArZYAU,Brookside Condos,,"6630 Cody Dr, West Des Moines, IA 50266, USA",Property_Street__c,,Cody Dr
006WR00000wkAraYAE,Jefferson West,,"2815 W Madison Ave, Boise, ID, USA",Property_Street_Number__c,,2815
006WR00000wkAraYAE,Jefferson West,,"2815 W Madison Ave, Boise, ID, USA",Property_Street__c,,W Madison Ave
006WR00000wkArbYAE,Greenhouse Apartments,,"900 Farnam Street, Omaha, NE, USA",Property_Street_Number__c,,900
006WR00000wkArbYAE,Greenhouse Apartments,,"900 Farnam Street, Omaha, NE, USA",Property_Street__c,,Farnam Street
006WR00000wkArcYAE,Audenn Apartments,,"10660 Hampshire Avenue South, Bloomington, MN, USA",Property_Street_Number__c,,10660
006WR00000wkArcYAE,Audenn Apartments,,"10660 Hampshire Avenue South, Bloomington, MN, USA",Property_Street__c,,Hampshire Avenue South
006WR00000wkArdYAE,Shoreview Grand Apartments,,"577 Harriet Ave, Shoreview, MN 55126",Property_Street_Number__c,,577
006WR00000wkArdYAE,Shoreview Grand Apartments,,"577 Harriet Ave, Shoreview, MN 55126",Property_Street__c,,Harriet Ave
006WR00000wkAreYAE,Saddlebrook Apartments,,"8301 Colby Parkway, Urbandale, Iowa 50322, USA",Property_Street_Number__c,,8301
006WR00000wkAreYAE,Saddlebrook Apartments,,"8301 Colby Parkway, Urbandale, Iowa 50322, USA",Property_Street__c,,Colby Parkway
006WR00000wkArfYAE,Jasper Apartments,,"8606 35th Ave NE, Seattle, WA 98115, USA",Property_Street_Number__c,,8606
006WR00000wkArfYAE,Jasper Apartments,,"8606 35th Ave NE, Seattle, WA 98115, USA",Property_Street__c,,35th Ave NE
006WR00000wkArgYAE,Arioso Apartments,,"7303 Montgomery Blvd NE, Albuquerque, NM, USA",Property_Street_Number__c,,7303
006WR00000wkArgYAE,Arioso Apartments,,"7303 Montgomery Blvd NE, Albuquerque, NM, USA",Property_Street__c,,Montgomery Blvd NE
006WR00000wkArhYAE,Perry & Rio Salado,,"1891 East Rio Salado Parkway, Tempe, AZ, USA",Property_Street_Number__c,,1891
006WR00000wkArhYAE,Perry & Rio Salado,,"1891 East Rio Salado Parkway, Tempe, AZ, USA",Property_Street__c,,East Rio Salado Parkway
006WR00000wkAriYAE,High Pointe,,"8650 Crescent Chase, Johnston, IA, USA",Property_Street_Number__c,,8650
006WR00000wkAriYAE,High Pointe,,"8650 Crescent Chase, Johnston, IA, USA",Property_Street__c,,Crescent Chase
006WR00000wkArjYAE,Symphony,,"2225 West Frye Road, Chandler, AZ, USA",Property_Street_Number__c,,2225
006WR00000wkArjYAE,Symphony,,"2225 West Frye Road, Chandler, AZ, USA",Property_Street__c,,West Frye Road
006WR00000wkArkYAE,Pines at Marston Lake,,"4801 S Wadsworth Blvd, Denver, CO, 80123",Property_Street_Number__c,,4801
006WR00000wkArkYAE,Pines at Marston Lake,,"4801 S Wadsworth Blvd, Denver, CO, 80123",Property_Street__c,,S Wadsworth Blvd
006WR00000wkArlYAE,Ingersoll Towers,,"3662 Ingersoll Avenue, Des Moines, IA, USA",Property_Street_Number__c,,3662
006WR00000wkArlYAE,Ingersoll Towers,,"3662 Ingersoll Avenue, Des Moines, IA, USA",Property_Street__c,,Ingersoll Avenue
006WR00000wkArmYAE,Plaza Manor,,"3815 66th Street, Urbandale, IA, USA",Property_Street_Number__c,,3815
006WR00000wkArmYAE,Plaza Manor,,"3815 66th Street, Urbandale, IA, USA",Property_Street__c,,66th Street
006WR00000wkArnYAE,Mansions at Jordan Creek,,"355 88th Street, West Des Moines, IA, USA",Property_Street_Number__c,,355
006WR00000wkArnYAE,Mansions at Jordan Creek,,"355 88th Street, West Des Moines, IA, USA",Property_Street__c,,88th Street
006WR00000wkAroYAE,Crescent Chase,,"8650 Crescent Chase, Johnston, IA, USA",Property_Street_Number__c,,8650
006WR00000wkAroYAE,Crescent Chase,,"8650 Crescent Chase, Johnston, IA, USA",Property_Street__c,,Crescent Chase
006WR00000wkArpYAE,Sugar Pine,,"2901 Robert Ln, Boise, ID 83705",Property_Street_Number__c,,2901
006WR00000wkArpYAE,Sugar Pine,,"2901 Robert Ln, Boise, ID 83705",Property_Street__c,,Robert Ln
006WR00000wkArqYAE,Alterra Apartments,,"801 S Prudence Rd, Tucson, AZ, USA",Property_Street_Number__c,,801
006WR00000wkArqYAE,Alterra Apartments,,"801 S Prudence Rd, Tucson, AZ, USA",Property_Street__c,,S Prudence Rd
006WR00000wkArrYAE,Astoria Senior Living,Omaha_MDU_Astoria Senior Living,"9220 Western Ave, Omaha, NE, USA",Property_Street_Number__c,,9220
006WR00000wkArrYAE,Astoria Senior Living,Omaha_MDU_Astoria Senior Living,"9220 Western Ave, Omaha, NE, USA",Property_Street__c,,Western Ave
006WR00000wkArrYAE,Astoria Senior Living,Omaha_MDU_Astoria Senior Living,"9220 Western Ave, Omaha, NE, USA",Property_County__c,,Douglas
006WR00000wkArsYAE,Castlebrook Condos,,"1439 Arthur Dr, Provo, UT, USA",Property_Street_Number__c,,1439
006WR00000wkArsYAE,Castlebrook Condos,,"1439 Arthur Dr, Provo, UT, USA",Property_Street__c,,Arthur Dr
006WR00000wkArtYAE,Bridlewood Apartments,,"108 5th Ave NW, Altoona, IA 50009",Property_Street_Number__c,,108
006WR00000wkArtYAE,Bridlewood Apartments,,"108 5th Ave NW, Altoona, IA 50009",Property_Street__c,,5th Ave NW
006WR00000wkAruYAE,The Village at Westchester,,"5413 Aurora Avenue, Des Moines, IA, USA",Property_Street_Number__c,,5413
006WR00000wkAruYAE,The Village at Westchester,,"5413 Aurora Avenue, Des Moines, IA, USA",Property_Street__c,,Aurora Avenue
006WR00000wkArvYAE,Sherwood Glen,,"8825 Hickman Rd, Urbandale, IA, USA",Property_Street_Number__c,,8825
006WR00000wkArvYAE,Sherwood Glen,,"8825 Hickman Rd, Urbandale, IA, USA",Property_Street__c,,Hickman Rd
006WR00000wkArwYAE,Palm Terrace,,"555 East Ray Road, Chandler, AZ 85225, USA",Property_Street_Number__c,,555
006WR00000wkArwYAE,Palm Terrace,,"555 East Ray Road, Chandler, AZ 85225, USA",Property_Street__c,,East Ray Road
006WR00000wkArxYAE,The Towers Apartments,,"5404 Montgomery Blvd NE, Albuquerque, NM, USA",Property_Street_Number__c,,5404
006WR00000wkArxYAE,The Towers Apartments,,"5404 Montgomery Blvd NE, Albuquerque, NM, USA",Property_Street__c,,Montgomery Blvd NE
006WR00000wkAryYAE,Verve,,"2720 4th Avenue, Seattle, WA 98121, USA",Property_Street_Number__c,,2720
006WR00000wkAryYAE,Verve,,"2720 4th Avenue, Seattle, WA 98121, USA",Property_Street__c,,4th Avenue
006WR00000wkArzYAE,Wellington Apartments,,"4700 EP True Parkway, West Des Moines, IA 50265, USA",Property_Street_Number__c,,4700
006WR00000wkArzYAE,Wellington Apartments,,"4700 EP True Parkway, West Des Moines, IA 50265, USA",Property_Street__c,,EP True Parkway
006WR00000wkAs0YAE,Deer Creek,,"974 N Allumbaugh St, Boise, ID, USA",Property_Street_Number__c,,974
006WR00000wkAs0YAE,Deer Creek,,"974 N Allumbaugh St, Boise, ID, USA",Property_Street__c,,N Allumbaugh St
006WR00000wkAs1YAE,Selway Apartments,,"2552 West Selway Rapids Lane, Meridian, ID, USA",Property_Street_Number__c,,2552
006WR00000wkAs1YAE,Selway Apartments,,"2552 West Selway Rapids Lane, Meridian, ID, USA",Property_Street__c,,West Selway Rapids Lane
006WR00000wkAs2YAE,Washington Manor,,"3901 Woodland Avenue, West Des Moines, IA, USA",Property_Street_Number__c,,3901
006WR00000wkAs2YAE,Washington Manor,,"3901 Woodland Avenue, West Des Moines, IA, USA",Property_Street__c,,Woodland Avenue
006WR00000wkAs3YAE,Tropicana Villas,,"3544 Villa Knolls North Drive, Las Vegas, NV, USA",Property_Street_Number__c,,3544
006WR00000wkAs3YAE,Tropicana Villas,,"3544 Villa Knolls North Drive, Las Vegas, NV, USA",Property_Street__c,,Villa Knolls North Drive
006WR00000wkAs4YAE,San Palmas,,"1111 N Mission Park Blvd, Chandler, AZ 85224, USA",Property_Street_Number__c,,1111
006WR00000wkAs4YAE,San Palmas,,"1111 N Mission Park Blvd, Chandler, AZ 85224, USA",Property_Street__c,,N Mission Park Blvd
006WR00000wkAs5YAE,Seattle Heights,Seattle_MDU_Seattle Heights Condo Association,"2600 2nd Ave, Seattle, WA 98121, USA",Property_Street_Number__c,,2600
006WR00000wkAs5YAE,Seattle Heights,Seattle_MDU_Seattle Heights Condo Association,"2600 2nd Ave, Seattle, WA 98121, USA",Property_Street__c,,2nd Ave
006WR00000wkAs6YAE,The Cassidy at Western Hills,,"8950 North Normandale Street, Fort Worth, TX, USA",Property_Street_Number__c,,8950
006WR00000wkAs6YAE,The Cassidy at Western Hills,,"8950 North Normandale Street, Fort Worth, TX, USA",Property_Street__c,,North Normandale Street
006WR00000wkAs7YAE,Canterbury at Riverwalk,,"2751 Riverwalk Circle, Littleton, CO 80132",Property_Street_Number__c,,2751
006WR00000wkAs7YAE,Canterbury at Riverwalk,,"2751 Riverwalk Circle, Littleton, CO 80132",Property_Street__c,,Riverwalk Circle
006WR00000wkAs8YAE,CW Moore Apartments,,"450 W Grove St, Boise, ID 83702, USA",Property_Street_Number__c,,450
006WR00000wkAs8YAE,CW Moore Apartments,,"450 W Grove St, Boise, ID 83702, USA",Property_Street__c,,W Grove St
006WR00000wkAs9YAE,Westerley,,"411 West Commerce Street, Dallas, TX, USA",Property_Street_Number__c,,411
006WR00000wkAs9YAE,Westerley,,"411 West Commerce Street, Dallas, TX, USA",Property_Street__c,,West Commerce Street
006WR00000wkAsAYAU,Bellaire Ranch Apartments,,"4104 Sanders View, Colorado Springs, CO 80916, USA",Property_Street_Number__c,,4104
006WR00000wkAsAYAU,Bellaire Ranch Apartments,,"4104 Sanders View, Colorado Springs, CO 80916, USA",Property_Street__c,,Sanders View
006WR00000wkAsBYAU,Trails at San Tan,,"2505 E Williams Field Rd, Gilbert, AZ 85295, USA",Property_Street_Number__c,,2505
006WR00000wkAsBYAU,Trails at San Tan,,"2505 E Williams Field Rd, Gilbert, AZ 85295, USA",Property_Street__c,,E Williams Field Rd
006WR00000wkAsCYAU,Alcove at the Islands,Gilbert_MDU_Alcove at the Islands,"1300 W Warner Rd, Tempe, AZ, USA",Property_Street_Number__c,,1300
006WR00000wkAsCYAU,Alcove at the Islands,Gilbert_MDU_Alcove at the Islands,"1300 W Warner Rd, Tempe, AZ, USA",Property_Street__c,,W Warner Rd
006WR00000wkAsDYAU,Stillwater Rivulon,,"635 E Pecos Rd, Gilbert, AZ 85295, USA",Property_Street_Number__c,,635
006WR00000wkAsDYAU,Stillwater Rivulon,,"635 E Pecos Rd, Gilbert, AZ 85295, USA",Property_Street__c,,E Pecos Rd
006WR00000wkAsEYAU,West Sixth Tempe,,"West 6th, West 6th Street, Tempe, AZ 85281, USA",Property_Street__c,,West 6th
006WR00000wkAsFYAU,Novus 3G,,"757 E 6th St, Tempe, AZ 85281, USA",Property_Street_Number__c,,757
006WR00000wkAsFYAU,Novus 3G,,"757 E 6th St, Tempe, AZ 85281, USA",Property_Street__c,,E 6th St
006WR00000wkAsGYAU,Studio 710,,"710 S Hardy Dr, Tempe, AZ 85281, USA",Property_Street_Number__c,,710
006WR00000wkAsGYAU,Studio 710,,"710 S Hardy Dr, Tempe, AZ 85281, USA",Property_Street__c,,S Hardy Dr
006WR00000wkAsHYAU,Town Chandler,,"2375 West Frye Road, Chandler, AZ, USA",Property_Street_Number__c,,2375
006WR00000wkAsHYAU,Town Chandler,,"2375 West Frye Road, Chandler, AZ, USA",Property_Street__c,,West Frye Road
006WR00000wkAsIYAU,The Reserve at Gilbert Towne Center,,"351 E Civic Center Dr, Gilbert, AZ 85296, USA",Property_Street_Number__c,,351
006WR00000wkAsIYAU,The Reserve at Gilbert Towne Center,,"351 E Civic Center Dr, Gilbert, AZ 85296, USA",Property_Street__c,,E Civic Center Dr
006WR00000wkAsJYAU,Espiral Apartments,,"125 E Guadalupe Rd, Gilbert, AZ 85234, USA",Property_Street_Number__c,,125
006WR00000wkAsJYAU,Espiral Apartments,,"125 E Guadalupe Rd, Gilbert, AZ 85234, USA",Property_Street__c,,E Guadalupe Rd
006WR00000wkAsKYAU,The Gilmore,,"1500 E Melrose St, Gilbert, AZ 85297, USA",Property_Street_Number__c,,1500
006WR00000wkAsKYAU,The Gilmore,,"1500 E Melrose St, Gilbert, AZ 85297, USA",Property_Street__c,,E Melrose St
