Id,Name,Business_Base_Address__c,Market__c,State__c,City__c,Circuit_ID__c,FDH_Name__c,Serving_Area__c,Import_DateTime__c
a01WR00000UGWG5YAP,17004 CARDINAS RD JUSTIN TX,17004 CARDINAS RD JUSTIN TX,DFW,TX,JUSTIN,TX0602-021000164A,TX_DFW_SA03_FDH21,SA03,2025-10-06T18:05:06.000+0000
a01WR00000UGWHLYA5,1725 SUMMER LN KELLER TX,1725 SUMMER LN KELLER TX,DFW,TX,KELLER,TX0603-002000134A,TX_DFW_SA13_FDH02,SA13,2025-10-06T18:05:06.000+0000
a01WR00000UGWHXYA5,1745 SUMMER LN KELLER TX,1745 SUMMER LN KELLER TX,DFW,TX,KELLER,TX0603-002000124A,TX_DFW_SA13_FDH02,SA13,2025-10-06T18:05:06.000+0000
a01WR00000UGWHpYAP,1765 SUMMER LN KELLER TX,1765 SUMMER LN KELLER TX,DFW,TX,KELLER,TX0603-002000150A,TX_DFW_SA13_FDH02,SA13,2025-10-06T18:05:06.000+0000
a01WR00000UGWHsYAP,1774 AVONDALE HASLET RD FORT WORTH TX,1774 AVONDALE HASLET RD FORT WORTH TX,DFW,TX,FORT WORTH,TX0602-030000294A,TX_DFW_SA04_FDH30,SA04,2025-10-06T18:05:06.000+0000
a01WR00000UGWHuYAP,1785 SUMMER LN KELLER TX,1785 SUMMER LN KELLER TX,DFW,TX,KELLER,TX0603-002000165A,TX_DFW_SA13_FDH02,SA13,2025-10-06T18:05:06.000+0000
a01WR00000UGWJgYAP,1825 SUMMER LN KELLER TX,1825 SUMMER LN KELLER TX,DFW,TX,KELLER,TX0603-002000161A,TX_DFW_SA13_FDH02,SA13,2025-10-06T18:05:06.000+0000
a01WR00000UGWK3YAP,1845 SUMMER LN KELLER TX,1845 SUMMER LN KELLER TX,DFW,TX,KELLER,TX0603-002000154A,TX_DFW_SA13_FDH02,SA13,2025-10-06T18:05:06.000+0000
a01WR00000UGWKAYA5,1851 BEAM DR SOUTHLAKE TX,1851 BEAM DR SOUTHLAKE TX,DFW,TX,SOUTHLAKE,TX0603-006000015A,TX_DFW_SA13_FDH06,SA13,2025-10-06T18:05:06.000+0000
a01WR00000UGWKOYA5,1865 SUMMER LN KELLER TX,1865 SUMMER LN KELLER TX,DFW,TX,KELLER,TX0603-002000160A,TX_DFW_SA13_FDH02,SA13,2025-10-06T18:05:06.000+0000
a01WR00000UGWKSYA5,1885 SUMMER LN KELLER TX,1885 SUMMER LN KELLER TX,DFW,TX,KELLER,TX0603-002000168A,TX_DFW_SA13_FDH02,SA13,2025-10-06T18:05:06.000+0000
a01WR00000UGWKTYA5,18958 E RANCIER AVE KILLEEN TX,18958 E RANCIER AVE KILLEEN TX,KILLEEN,TX,KILLEEN,TX1309-003000169A,TX_KILLEEN_SA09_FDH03,SA09,2025-10-06T18:05:06.000+0000
a01WR00000UGWLXYA5,1925 SUMMER LN KELLER TX,1925 SUMMER LN KELLER TX,DFW,TX,KELLER,TX0603-002000136A,TX_DFW_SA13_FDH02,SA13,2025-10-06T18:05:06.000+0000
a01WR00000UGWLsYAP,1945 SUMMER LN KELLER TX,1945 SUMMER LN KELLER TX,DFW,TX,KELLER,TX0603-002000144A,TX_DFW_SA13_FDH02,SA13,2025-10-06T18:05:06.000+0000
a01WR00000UGWMHYA5,1965 SUMMER LN KELLER TX,1965 SUMMER LN KELLER TX,DFW,TX,KELLER,TX0603-002000139A,TX_DFW_SA13_FDH02,SA13,2025-10-06T18:05:06.000+0000
a01WR00000UGWMQYA5,1985 SUMMER LN KELLER TX,1985 SUMMER LN KELLER TX,DFW,TX,KELLER,TX0603-002000122A,TX_DFW_SA13_FDH02,SA13,2025-10-06T18:05:06.000+0000
a01WR00000UGWNMYA5,200 S ASH AVE AZLE TX,200 S ASH AVE AZLE TX,DFW,TX,AZLE,TX0601-011000011A,TX_DFW_SA02_FDH11,SA02,2025-10-06T18:05:06.000+0000
a01WR00000UGWNlYAP,200 WELLS BURNETT RD AZLE TX,200 WELLS BURNETT RD AZLE TX,DFW,TX,AZLE,TX0601-007000236A,TX_DFW_SA02_FDH07,SA02,2025-10-06T18:05:06.000+0000
a01WR00000UGWNnYAP,200 WISHBONE LN FORT WORTH TX,200 WISHBONE LN FORT WORTH TX,DFW,TX,FORT WORTH,TX0602-025000023A,TX_DFW_SA03_FDH25,SA03,2025-10-06T18:05:06.000+0000
a01WR00000UGWOlYAP,201 N 38TH ST KILLEEN TX,201 N 38TH ST KILLEEN TX,KILLEEN,TX,KILLEEN,TX1308-002000063A,TX_KILLEEN_SA08_FDH02,SA08,2025-10-06T18:05:06.000+0000
a01WR00000UGWOoYAP,201 N ASH AVE AZLE TX,201 N ASH AVE AZLE TX,DFW,TX,AZLE,TX0601-010000118A,TX_DFW_SA02_FDH10,SA02,2025-10-06T18:05:06.000+0000
a01WR00000UGWP5YAP,201 NE 20TH ST MINERAL WELLS TX,201 NE 20TH ST MINERAL WELLS TX,MINERAL WELLS,TX,MINERAL WELLS,TX1502-003000136A,TX_MINERAL WELLS_SA02_FDH03,SA02,2025-12-08T16:00:21.000+0000
a01WR00000UGWPsYAP,202 BLUE MOUND E RD HASLET TX,202 BLUE MOUND E RD HASLET TX,DFW,TX,HASLET,TX0602-034000202A,TX_DFW_SA04_FDH34,SA04,2025-10-06T18:05:06.000+0000
a01WR00000UGWQwYAP,204 BLUE MOUND E RD HASLET TX,204 BLUE MOUND E RD HASLET TX,DFW,TX,HASLET,TX0605-018000195A,TX_DFW_SA01_FDH88,SA01,2025-10-06T18:05:06.000+0000
a01WR00000UGWR9YAP,204 S ASH AVE AZLE TX,204 S ASH AVE AZLE TX,DFW,TX,AZLE,TX0601-011000018A,TX_DFW_SA02_FDH11,SA02,2025-10-06T18:05:06.000+0000
a01WR00000UGWRCYA5,204 W 4TH ST JUSTIN TX,204 W 4TH ST JUSTIN TX,DFW,TX,JUSTIN,TX0602-021000271A,TX_DFW_SA03_FDH21,SA03,2025-10-06T18:05:06.000+0000
a01WR00000UGWRKYA5,204 WELLS BURNETT RD AZLE TX,204 WELLS BURNETT RD AZLE TX,DFW,TX,AZLE,TX0601-007000222A,TX_DFW_SA02_FDH07,SA02,2025-10-06T18:05:06.000+0000
a01WR00000UGWRLYA5,204 WISHBONE LN FORT WORTH TX,204 WISHBONE LN FORT WORTH TX,DFW,TX,FORT WORTH,TX0602-025000029A,TX_DFW_SA03_FDH25,SA03,2025-10-06T18:05:06.000+0000
a01WR00000UGWRTYA5,205 BLUE MOUND E RD HASLET TX,205 BLUE MOUND E RD HASLET TX,DFW,TX,HASLET,TX0605-018000216A,TX_DFW_SA01_FDH88,SA01,2025-10-06T18:05:06.000+0000
a01WR00000UGWRcYAP,205 GAMMILL ST HASLET TX,205 GAMMILL ST HASLET TX,DFW,TX,HASLET,TX0602-025000009A,TX_DFW_SA03_FDH25,SA03,2025-10-06T18:05:06.000+0000
a01WR00000UGWRdYAP,205 HARMONSON AVE JUSTIN TX,205 HARMONSON AVE JUSTIN TX,DFW,TX,JUSTIN,TX0602-021000143A,TX_DFW_SA03_FDH21,SA03,2025-10-06T18:05:06.000+0000
a01WR00000UGWRhYAP,205 N ASH AVE AZLE TX,205 N ASH AVE AZLE TX,DFW,TX,AZLE,TX0601-010000053A,TX_DFW_SA02_FDH10,SA02,2025-10-06T18:05:06.000+0000
a01WR00000UGWS8YAP,205 WISHBONE LN FORT WORTH TX,205 WISHBONE LN FORT WORTH TX,DFW,TX,FORT WORTH,TX0602-025000021A,TX_DFW_SA03_FDH25,SA03,2025-10-06T18:05:06.000+0000
a01WR00000UGWSQYA5,206 GAMMILL ST HASLET TX,206 GAMMILL ST HASLET TX,DFW,TX,HASLET,TX0602-025000016A,TX_DFW_SA03_FDH25,SA03,2025-10-06T18:05:06.000+0000
a01WR00000UGWTGYA5,208 GAMMILL ST HASLET TX,208 GAMMILL ST HASLET TX,DFW,TX,HASLET,TX0602-025000015A,TX_DFW_SA03_FDH25,SA03,2025-10-06T18:05:06.000+0000
a01WR00000UGWTSYA5,208 W 4TH ST JUSTIN TX,208 W 4TH ST JUSTIN TX,DFW,TX,JUSTIN,TX0602-021000146A,TX_DFW_SA03_FDH21,SA03,2025-10-06T18:05:06.000+0000
a01WR00000UGWTYYA5,208 WELLS BURNETT RD AZLE TX,208 WELLS BURNETT RD AZLE TX,DFW,TX,AZLE,TX0601-007000210A,TX_DFW_SA02_FDH07,SA02,2025-10-06T18:05:06.000+0000
a01WR00000UGWTjYAP,209 N ASH AVE AZLE TX,209 N ASH AVE AZLE TX,DFW,TX,AZLE,TX0601-010000004A,TX_DFW_SA02_FDH10,SA02,2025-10-06T18:05:06.000+0000
a01WR00000UGWTrYAP,209 WISHBONE LN FORT WORTH TX,209 WISHBONE LN FORT WORTH TX,DFW,TX,FORT WORTH,TX0602-025000030A,TX_DFW_SA03_FDH25,SA03,2025-10-06T18:05:06.000+0000
a01WR00000UGWVWYA5,212 WELLS BURNETT RD AZLE TX,212 WELLS BURNETT RD AZLE TX,DFW,TX,AZLE,TX0601-007000211A,TX_DFW_SA02_FDH07,SA02,2025-10-06T18:05:06.000+0000
a01WR00000UGWVjYAP,213 N ASH AVE AZLE TX,213 N ASH AVE AZLE TX,DFW,TX,AZLE,TX0601-010000101A,TX_DFW_SA02_FDH10,SA02,2025-10-06T18:05:06.000+0000
a01WR00000UGWVwYAP,213 WISHBONE LN FORT WORTH TX,213 WISHBONE LN FORT WORTH TX,DFW,TX,FORT WORTH,TX0602-025000031A,TX_DFW_SA03_FDH25,SA03,2025-10-06T18:05:06.000+0000
a01WR00000UGWWEYA5,215 HARMONSON AVE JUSTIN TX,215 HARMONSON AVE JUSTIN TX,DFW,TX,JUSTIN,TX0602-021000129A,TX_DFW_SA03_FDH21,SA03,2025-10-06T18:05:06.000+0000
a01WR00000UGWWqYAP,216 WELLS BURNETT RD AZLE TX,216 WELLS BURNETT RD AZLE TX,DFW,TX,AZLE,TX0601-007000221A,TX_DFW_SA02_FDH07,SA02,2025-10-06T18:05:06.000+0000
a01WR00000UGWWxYAP,217 N ASH AVE AZLE TX,217 N ASH AVE AZLE TX,DFW,TX,AZLE,TX0601-010000088A,TX_DFW_SA02_FDH10,SA02,2025-10-06T18:05:06.000+0000
a01WR00000UGWX6YAP,217 WISHBONE LN FORT WORTH TX,217 WISHBONE LN FORT WORTH TX,DFW,TX,FORT WORTH,TX0602-025000032A,TX_DFW_SA03_FDH25,SA03,2025-10-06T18:05:06.000+0000
a01WR00000UGWYOYA5,221 N ASH AVE AZLE TX,221 N ASH AVE AZLE TX,DFW,TX,AZLE,TX0601-010000007A,TX_DFW_SA02_FDH10,SA02,2025-10-06T18:05:06.000+0000
a01WR00000UGWZKYA5,225 N ASH AVE AZLE TX,225 N ASH AVE AZLE TX,DFW,TX,AZLE,TX0601-010000051A,TX_DFW_SA02_FDH10,SA02,2025-10-06T18:05:06.000+0000
a01WR00000UGWZcYAP,227 N ASH AVE AZLE TX,227 N ASH AVE AZLE TX,DFW,TX,AZLE,TX0601-010000102A,TX_DFW_SA02_FDH10,SA02,2025-10-06T18:05:06.000+0000
a01WR00000UGWZpYAP,229 N ASH AVE AZLE TX,229 N ASH AVE AZLE TX,DFW,TX,AZLE,TX0601-010000113A,TX_DFW_SA02_FDH10,SA02,2025-10-06T18:05:06.000+0000
a01WR00000UGWa7YAH,2300 W CONTINENTAL BLVD SOUTHLAKE TX,2300 W CONTINENTAL BLVD SOUTHLAKE TX,DFW,TX,SOUTHLAKE,TX0606-010000032A,TX_DFW_SA01_FDH10,SA01,2025-10-06T18:05:06.000+0000
a01WR00000UGWc9YAH,2405 TEXAN DR HASLET TX,2405 TEXAN DR HASLET TX,DFW,TX,HASLET,TX0602-022000086A,TX_DFW_SA04_FDH22,SA04,2025-10-06T18:05:06.000+0000
a01WR00000UGWdmYAH,2501 TEXAN CT HASLET TX,2501 TEXAN CT HASLET TX,DFW,TX,HASLET,TX0602-022000067A,TX_DFW_SA04_FDH22,SA04,2025-10-06T18:05:06.000+0000
a01WR00000UGWeAYAX,2509 TEXAN DR HASLET TX,2509 TEXAN DR HASLET TX,DFW,TX,HASLET,TX0602-022000055A,TX_DFW_SA04_FDH22,SA04,2025-10-06T18:05:06.000+0000
a01WR00000UGWeNYAX,2513 TEXAN DR HASLET TX,2513 TEXAN DR HASLET TX,DFW,TX,HASLET,TX0602-022000082A,TX_DFW_SA04_FDH22,SA04,2025-10-06T18:05:06.000+0000
a01WR00000UGWeUYAX,2517 TEXAN DR HASLET TX,2517 TEXAN DR HASLET TX,DFW,TX,HASLET,TX0602-022000043A,TX_DFW_SA04_FDH22,SA04,2025-10-06T18:05:06.000+0000
a01WR00000UGWgeYAH,2650 KELLER HICKS RD FORT WORTH TX,2650 KELLER HICKS RD FORT WORTH TX,DFW,TX,FORT WORTH,TX0605-018000200A,TX_DFW_SA01_FDH88,SA01,2025-10-06T18:05:06.000+0000
a01WR00000UGWh3YAH,2690 KELLER HICKS RD FORT WORTH TX,2690 KELLER HICKS RD FORT WORTH TX,DFW,TX,FORT WORTH,TX0605-018000203A,TX_DFW_SA01_FDH88,SA01,2025-10-06T18:05:06.000+0000
a01WR00000UGWhAYAX,2700 KELLER HICKS RD FORT WORTH TX,2700 KELLER HICKS RD FORT WORTH TX,DFW,TX,FORT WORTH,TX0605-018000206A,TX_DFW_SA01_FDH88,SA01,2025-10-06T18:05:06.000+0000
a01WR00000UGWheYAH,2710 KELLER HICKS RD FORT WORTH TX,2710 KELLER HICKS RD FORT WORTH TX,DFW,TX,FORT WORTH,TX0605-018000211A,TX_DFW_SA01_FDH88,SA01,2025-10-06T18:05:06.000+0000
a01WR00000UGWhsYAH,2720 KELLER HICKS RD FORT WORTH TX,2720 KELLER HICKS RD FORT WORTH TX,DFW,TX,FORT WORTH,TX0605-018000212A,TX_DFW_SA01_FDH88,SA01,2025-10-06T18:05:06.000+0000
a01WR00000UGWi9YAH,2730 KELLER HICKS RD FORT WORTH TX,2730 KELLER HICKS RD FORT WORTH TX,DFW,TX,FORT WORTH,TX0605-018000202A,TX_DFW_SA01_FDH88,SA01,2025-10-06T18:05:06.000+0000
a01WR00000UGWiRYAX,2770 KELLER HICKS RD FORT WORTH TX,2770 KELLER HICKS RD FORT WORTH TX,DFW,TX,FORT WORTH,TX0605-018000213A,TX_DFW_SA01_FDH88,SA01,2025-10-06T18:05:06.000+0000
a01WR00000UGWiiYAH,2800 KELLER HICKS RD FORT WORTH TX,2800 KELLER HICKS RD FORT WORTH TX,DFW,TX,FORT WORTH,TX0605-018000209A,TX_DFW_SA01_FDH88,SA01,2025-10-06T18:05:06.000+0000
a01WR00000UGWjDYAX,2810 KELLER HICKS RD FORT WORTH TX,2810 KELLER HICKS RD FORT WORTH TX,DFW,TX,FORT WORTH,TX0605-018000208A,TX_DFW_SA01_FDH88,SA01,2025-10-06T18:05:06.000+0000
a01WR00000UGWjRYAX,2820 KELLER HICKS RD FORT WORTH TX,2820 KELLER HICKS RD FORT WORTH TX,DFW,TX,FORT WORTH,TX0605-018000201A,TX_DFW_SA01_FDH88,SA01,2025-10-06T18:05:06.000+0000
a01WR00000UGWjeYAH,2830 KELLER HICKS RD FORT WORTH TX,2830 KELLER HICKS RD FORT WORTH TX,DFW,TX,FORT WORTH,TX0606-018000048A,TX_DFW_SA01_FDH68,SA01,2025-10-06T18:05:06.000+0000
a01WR00000UGWjjYAH,2840 KELLER HICKS RD FORT WORTH TX,2840 KELLER HICKS RD FORT WORTH TX,DFW,TX,FORT WORTH,TX0606-018000047A,TX_DFW_SA01_FDH68,SA01,2025-10-06T18:05:06.000+0000
a01WR00000UGWlgYAH,2990 KELLER HICKS RD FORT WORTH TX,2990 KELLER HICKS RD FORT WORTH TX,DFW,TX,FORT WORTH,TX0606-027000543A,TX_DFW_SA01_FDH27,SA01,2025-10-06T18:05:06.000+0000
a01WR00000UGWmbYAH,3000 KELLER HICKS RD FORT WORTH TX,3000 KELLER HICKS RD FORT WORTH TX,DFW,TX,FORT WORTH,TX0606-027000544A,TX_DFW_SA01_FDH27,SA01,2025-10-06T18:05:06.000+0000
a01WR00000UGWmjYAH,3001 HIDDEN VALLEY DR FORT WORTH TX,3001 HIDDEN VALLEY DR FORT WORTH TX,DFW,TX,FORT WORTH,TX0605-006000255A,TX_DFW_SA06_FDH06,SA06,2025-10-06T18:05:06.000+0000
a01WR00000UGWnQYAX,301 N ASH AVE AZLE TX,301 N ASH AVE AZLE TX,DFW,TX,AZLE,TX0601-010000141A,TX_DFW_SA02_FDH10,SA02,2025-10-06T18:05:06.000+0000
a01WR00000UGWnxYAH,301 WISHBONE LN FORT WORTH TX,301 WISHBONE LN FORT WORTH TX,DFW,TX,FORT WORTH,TX0602-025000018A,TX_DFW_SA03_FDH25,SA03,2025-10-06T18:05:06.000+0000
a01WR00000UGWoaYAH,302 W 4TH ST JUSTIN TX,302 W 4TH ST JUSTIN TX,DFW,TX,JUSTIN,TX0602-021000219A,TX_DFW_SA03_FDH21,SA03,2025-10-06T18:05:06.000+0000
a01WR00000UGWp1YAH,303 BLUE MOUND E RD HASLET TX,303 BLUE MOUND E RD HASLET TX,DFW,TX,HASLET,TX0605-018000197A,TX_DFW_SA01_FDH88,SA01,2025-10-06T18:05:06.000+0000
a01WR00000UGWpqYAH,305 BLUE MOUND E RD HASLET TX,305 BLUE MOUND E RD HASLET TX,DFW,TX,HASLET,TX0605-018000198A,TX_DFW_SA01_FDH88,SA01,2025-10-06T18:05:06.000+0000
a01WR00000UGWpyYAH,305 E TAYLOR ST KELLER TX,305 E TAYLOR ST KELLER TX,DFW,TX,KELLER,TX0606-014000218A,TX_DFW_SA01_FDH14,SA01,2025-10-06T18:05:06.000+0000
a01WR00000UGWqEYAX,305 WISHBONE LN FORT WORTH TX,305 WISHBONE LN FORT WORTH TX,DFW,TX,FORT WORTH,TX0602-025000033A,TX_DFW_SA03_FDH25,SA03,2025-10-06T18:05:06.000+0000
a01WR00000UGWqQYAX,306 KELLER HASLET N RD HASLET TX,306 KELLER HASLET N RD HASLET TX,DFW,TX,HASLET,TX0602-025000017A,TX_DFW_SA03_FDH25,SA03,2025-10-06T18:05:06.000+0000
a01WR00000UGWqZYAX,306 W 4TH ST JUSTIN TX,306 W 4TH ST JUSTIN TX,DFW,TX,JUSTIN,TX0602-021000171A,TX_DFW_SA03_FDH21,SA03,2025-10-06T18:05:06.000+0000
a01WR00000UGWqeYAH,3061 KELLER HICKS RUN FORT WORTH TX,3061 KELLER HICKS RUN FORT WORTH TX,DFW,TX,FORT WORTH,TX0605-016000422A,TX_DFW_SA01_FDH66,SA01,2025-10-06T18:05:06.000+0000
a01WR00000UGWrTYAX,309 E TAYLOR ST KELLER TX,309 E TAYLOR ST KELLER TX,DFW,TX,KELLER,TX0606-014000219A,TX_DFW_SA01_FDH14,SA01,2025-10-06T18:05:06.000+0000
a01WR00000UGWrXYAX,309 N ASH ST AZLE TX,309 N ASH ST AZLE TX,DFW,TX,AZLE,TX0601-010000040A,TX_DFW_SA02_FDH10,SA02,2025-10-06T18:05:06.000+0000
a01WR00000UGWriYAH,309 WISHBONE LN FORT WORTH TX,309 WISHBONE LN FORT WORTH TX,DFW,TX,FORT WORTH,TX0602-025000034A,TX_DFW_SA03_FDH25,SA03,2025-10-06T18:05:06.000+0000
a01WR00000UGWtJYAX,3120 CREEK RD KELLER TX,3120 CREEK RD KELLER TX,DFW,TX,KELLER,TX0606-010000058A,TX_DFW_SA01_FDH10,SA01,2025-10-06T18:05:06.000+0000
a01WR00000UGWtkYAH,313 WISHBONE LN FORT WORTH TX,313 WISHBONE LN FORT WORTH TX,DFW,TX,FORT WORTH,TX0602-025000035A,TX_DFW_SA03_FDH25,SA03,2025-10-06T18:05:06.000+0000
a01WR00000UGWtrYAH,3135 WESTPORT RD FORT WORTH TX,3135 WESTPORT RD FORT WORTH TX,DFW,TX,FORT WORTH,TX0605-006000254A,TX_DFW_SA06_FDH06,SA06,2025-10-06T18:05:06.000+0000
a01WR00000UGWu9YAH,315 AVENUE G KILLEEN TX,315 AVENUE G KILLEEN TX,KILLEEN,TX,KILLEEN,TX1312-008000235A,TX_KILLEEN_SA12_FDH08,SA12,2025-10-06T18:05:06.000+0000
a01WR00000UGWuiYAH,317 WISHBONE LN FORT WORTH TX,317 WISHBONE LN FORT WORTH TX,DFW,TX,FORT WORTH,TX0602-025000036A,TX_DFW_SA03_FDH25,SA03,2025-10-06T18:05:06.000+0000
a01WR00000UGWvAYAX,320 BREEZY LN AZLE TX,320 BREEZY LN AZLE TX,DFW,TX,AZLE,TX0601-010000060A,TX_DFW_SA02_FDH10,SA02,2025-10-06T18:05:06.000+0000
a01WR00000UGWvaYAH,3203 VALENCIA DR KILLEEN TX,3203 Valencia DR KILLEEN TX,KILLEEN,TX,KILLEEN,TX1314-009000187A,TX_KILLEEN_SA14_FDH09,SA14,2026-03-18T17:53:08.000+0000
a01WR00000UGWvcYAH,3204 VALENCIA DR KILLEEN TX,3204 Valencia DR KILLEEN TX,KILLEEN,TX,KILLEEN,TX1314-009000185A,TX_KILLEEN_SA14_FDH09,SA14,2026-03-18T17:53:08.000+0000
a01WR00000UGWvqYAH,321 MOUNT GILEAD RD KELLER TX,321 MOUNT GILEAD RD KELLER TX,DFW,TX,KELLER,TX0603-001000031A,TX_DFW_SA01_FDH01,SA01,2025-10-06T18:05:06.000+0000
a01WR00000UGWvrYAH,321 N ASH AVE AZLE TX,321 N ASH AVE AZLE TX,DFW,TX,AZLE,TX0601-010000047A,TX_DFW_SA02_FDH10,SA02,2025-10-06T18:05:06.000+0000
a01WR00000UGWwVYAX,325 BREEZY LN AZLE TX,325 BREEZY LN AZLE TX,DFW,TX,AZLE,TX0601-010000140A,TX_DFW_SA02_FDH10,SA02,2025-10-06T18:05:06.000+0000
a01WR00000UGWwcYAH,325 N ASH AVE AZLE TX,325 N ASH AVE AZLE TX,DFW,TX,AZLE,TX0601-010000091A,TX_DFW_SA02_FDH10,SA02,2025-10-06T18:05:06.000+0000
a01WR00000UGWx8YAH,329 N ASH AVE AZLE TX,329 N ASH AVE AZLE TX,DFW,TX,AZLE,TX0601-010000059A,TX_DFW_SA02_FDH10,SA02,2025-10-06T18:05:06.000+0000
a01WR00000UGWx9YAH,329 WISHBONE LN FORT WORTH TX,329 WISHBONE LN FORT WORTH TX,DFW,TX,FORT WORTH,TX0602-025000024A,TX_DFW_SA03_FDH25,SA03,2025-10-06T18:05:06.000+0000
a01WR00000UGWxTYAX,3300 VALENCIA DR KILLEEN TX,3300 Valencia DR KILLEEN TX,KILLEEN,TX,KILLEEN,TX1314-009000192A,TX_KILLEEN_SA14_FDH09,SA14,2026-03-18T17:53:08.000+0000
a01WR00000UGWy4YAH,332 WISHBONE LN FORT WORTH TX,332 WISHBONE LN FORT WORTH TX,DFW,TX,FORT WORTH,TX0602-025000043A,TX_DFW_SA03_FDH25,SA03,2025-10-06T18:05:06.000+0000
a01WR00000UGWyBYAX,333 N ASH AVE AZLE TX,333 N ASH AVE AZLE TX,DFW,TX,AZLE,TX0601-010000131A,TX_DFW_SA02_FDH10,SA02,2025-10-06T18:05:06.000+0000
a01WR00000UGWyoYAH,337 N ASH AVE AZLE TX,337 N ASH AVE AZLE TX,DFW,TX,AZLE,TX0601-010000114A,TX_DFW_SA02_FDH10,SA02,2025-10-06T18:05:06.000+0000
a01WR00000UGWysYAH,337 WISHBONE LN FORT WORTH TX,337 WISHBONE LN FORT WORTH TX,DFW,TX,FORT WORTH,TX0602-025000037A,TX_DFW_SA03_FDH25,SA03,2025-10-06T18:05:06.000+0000
a01WR00000UGWz3YAH,340 WISHBONE LN FORT WORTH TX,340 WISHBONE LN FORT WORTH TX,DFW,TX,FORT WORTH,TX0602-025000042A,TX_DFW_SA03_FDH25,SA03,2025-10-06T18:05:06.000+0000
a01WR00000UGWzOYAX,341 N ASH AVE AZLE TX,341 N ASH AVE AZLE TX,DFW,TX,AZLE,TX0601-010000012A,TX_DFW_SA02_FDH10,SA02,2025-10-06T18:05:06.000+0000
a01WR00000UGWzuYAH,345 WISHBONE LN FORT WORTH TX,345 WISHBONE LN FORT WORTH TX,DFW,TX,FORT WORTH,TX0602-025000038A,TX_DFW_SA03_FDH25,SA03,2025-10-06T18:05:06.000+0000
a01WR00000UGX05YAH,348 WISHBONE LN FORT WORTH TX,348 WISHBONE LN FORT WORTH TX,DFW,TX,FORT WORTH,TX0602-025000025A,TX_DFW_SA03_FDH25,SA03,2025-10-06T18:05:06.000+0000
a01WR00000UGX0AYAX,349 WISHBONE LN FORT WORTH TX,349 WISHBONE LN FORT WORTH TX,DFW,TX,FORT WORTH,TX0602-025000020A,TX_DFW_SA03_FDH25,SA03,2025-10-06T18:05:06.000+0000
a01WR00000UGX0zYAH,352 WISHBONE LN FORT WORTH TX,352 WISHBONE LN FORT WORTH TX,DFW,TX,FORT WORTH,TX0602-025000026A,TX_DFW_SA03_FDH25,SA03,2025-10-06T18:05:06.000+0000
a01WR00000UGX19YAH,353 WISHBONE LN FORT WORTH TX,353 WISHBONE LN FORT WORTH TX,DFW,TX,FORT WORTH,TX0602-025000019A,TX_DFW_SA03_FDH25,SA03,2025-10-06T18:05:06.000+0000
a01WR00000UGX1gYAH,3601 KELLER HICKS RD FORT WORTH TX,3601 KELLER HICKS RD FORT WORTH TX,DFW,TX,FORT WORTH,TX0605-015000042A,TX_DFW_SA01_FDH65,SA01,2025-10-06T18:05:06.000+0000
a01WR00000UGX2GYAX,3630 SHIVER RD FORT WORTH TX,3630 SHIVER RD FORT WORTH TX,DFW,TX,FORT WORTH,TX0607-024000251A,TX_DFW_SA09_FDH24,SA09,2025-10-06T18:05:06.000+0000
a01WR00000UGX2UYAX,3665 KELLER HICKS RD FORT WORTH TX,3665 KELLER HICKS RD FORT WORTH TX,DFW,TX,FORT WORTH,TX0605-015000040A,TX_DFW_SA01_FDH65,SA01,2025-10-06T18:05:06.000+0000
a01WR00000UGX2fYAH,3701 CONFIDENCE DR FORT WORTH TX,3701 CONFIDENCE DR FORT WORTH TX,DFW,TX,FORT WORTH,TX0605-013000426A,TX_DFW_SA01_FDH13,SA01,2025-10-06T18:05:06.000+0000
a01WR00000UGX2iYAH,3701 LONGSTRAW DR FORT WORTH TX,3701 LONGSTRAW DR FORT WORTH TX,DFW,TX,FORT WORTH,TX0604-009000021A,TX_DFW_SA01_FDH09,SA01,2025-10-06T18:05:06.000+0000
a01WR00000UGX2tYAH,3705 LONGSTRAW DR FORT WORTH TX,3705 LONGSTRAW DR FORT WORTH TX,DFW,TX,FORT WORTH,TX0604-009000053A,TX_DFW_SA01_FDH09,SA01,2025-10-06T18:05:06.000+0000
a01WR00000UGX2wYAH,3709 LONGSTRAW DR FORT WORTH TX,3709 LONGSTRAW DR FORT WORTH TX,DFW,TX,FORT WORTH,TX0604-009000054A,TX_DFW_SA01_FDH09,SA01,2025-10-06T18:05:06.000+0000
a01WR00000UGX35YAH,3713 LONGSTRAW DR FORT WORTH TX,3713 LONGSTRAW DR FORT WORTH TX,DFW,TX,FORT WORTH,TX0604-009000055A,TX_DFW_SA01_FDH09,SA01,2025-10-06T18:05:06.000+0000
a01WR00000UGX3CYAX,3717 LONGSTRAW DR FORT WORTH TX,3717 LONGSTRAW DR FORT WORTH TX,DFW,TX,FORT WORTH,TX0604-009000056A,TX_DFW_SA01_FDH09,SA01,2025-10-06T18:05:06.000+0000
a01WR00000UGX3IYAX,3721 LONGSTRAW DR FORT WORTH TX,3721 LONGSTRAW DR FORT WORTH TX,DFW,TX,FORT WORTH,TX0604-009000038A,TX_DFW_SA01_FDH09,SA01,2025-10-06T18:05:06.000+0000
